Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"se lo stile barocco venne introdotto a Milano da Lorenzo Binago, altri due sono i principali architetti che all'epoca si divisero la scena, ovvero Fabio Mangone, dalle linee più classicheggianti e per questo spesso scelto per le commissioni da Federico Borromeo, e Francesco Maria Richini detto semplicemente il Richini, dalle linee più ispirate al primo barocco romano. Superato questo dualismo, il Richini rappresenta sicuramente la massima figura di architetto della Milano seicentesca, e per ritrovare una figura così prestigiosa nell'architettura milanese si dovrà aspettare fino all'avvento di Giuseppe Piermarini.  La seconda fase del barocco, che inizia indicativamente dopo i primi anni trenta del Seicento, parte dopo un breve intermezzo carico di significativi eventi:"
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"la chiesa rappresenta il punto di stacco con l'architettura manierista, e servì peraltro da prototipo per le chiese barocche nell'uso della pianta longitudinale, specialmente nel nord Italia e talvolta in Europa centrale. Il progetto fu affidato dopo vari passaggi al Richini nel 1607, che per la prima volta si presentava come unico progettista di un edificio importante: il motivo di innovazione del progetto è l'utilizzo degli spazi, ovvero un'evoluzione della soluzione usata nella chiesa di Sant'Alessandro in Zebedia da Lorenzo Binago, suo maestro."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"i due spazi sono uniti da un arco che spazialmente appartiene ad entrambi gli ambienti, creando una sorta di unione tra i due. Per la soluzione della colonne giganti sugli angoli, il Richini si ispirò alla chiesa di San Fedele di Pellegrino Tibaldi: l'evoluzione consiste nell'utilizzo della copertura a cupola anziché a vela con cui si allinea alle nuove tendenze del barocco romano, pur muovendosi in continuità con la tradizione lombarda, per cui l'architetto scelse un tiburio ottagonale."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"Benché la facciata in quel periodo rappresentasse solo un preludio dell'edificio e quindi non fosse soggetta aglio stessi studi concessi agli interni, essa costituì uno dei modelli più utilizzati per le facciate di chiese barocche negli anni a seguire. All'interno i 2 spazi principali non assumono proporzioni e forme preponderanti l'uno rispetto all'altro, questo perché il Richini oltre a progettarli di simile grandezza, si preoccupò di fornire uguale illuminazione; e seppe inoltre anticipare il dinamismo dell'arte barocca, sempre con accurati studi sulla luce e con la pavimentazione nello spazio ottagonale con lastre di marmo bianche e nere disposte in maniera concentrica."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"L'esempio maggiore di architettura civile dell'epoca è il Palazzo del Senato, commissionato nel 1608 da Federico Borromeo per ospitare il Collegio Elvetico: il progetto fu assegnato in origine a Fabio Mangone, ripresa vent'anni dopo dal Richini. Particolarità del palazzo è la parte centrale della facciata concava, ideata dal Richini, che si stacca dal più sobrio stile milanese, avvicinandosi ad un più decorato barocco romano, all'interno si trovano due cortili dalle forme più classicistiche del Mangone, definiti da un doppio ordine di logge architravate."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"Cominciato su ordine di Francesco Sforza, il cantiere per l'Ospedale maggiore del Filarete, da molti anni fermo, riaprì nel 1624 grazie ad un grande lascito di un privato: i progetti di rinnovo furono ancora una volta affidati al Richini e a Fabio Mangone, ai quali si deve la parte centrale della facciata e il grande portale barocco con timpano, fiancheggiato da nicchie con statue, e la rielaborazione del cortile principale con un doppio ordine di logge ad arco con decorazioni in marmo e cotto; ai lavori e ai disegni per i lavori presero parte anche artisti come Camillo Procaccini e del Cerano."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003," Architetture civili Benché la seconda metà del Seicento milanese veda un crescente interesse di architetture civili rispetto alla prima metà del secolo, il predominio dell'arte religiosa non venne meno, specie considerando che molti palazzi ebbero comunque una committenza religiosa. Di commissione religiosa si può trovare il Seminario Arcivescovile, in particolare il l'ingresso, perfetto esempio di portale barocco, fu disegnato dal Richini nel 1652: costituito da un bugnato liscio e coronato da un architrave trapezoidale, ai lati presenta due cariatidi rappresentanti la Speranza e la Carità."
Richini,"Richini, Largo Francesco Richini, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",amenity,bicycle_rental,0.22100000000000003,"A pochi minuti di cammino dal palazzo Arcivescovile sorge palazzo Durini: commissionato nel 1645 dal mercante-banchiere Giovan Battista Durini, il progetto fu assegnato al Richini; il palazzo è uno dei maggiori esempi di edilizia seicentesca della città."
piazza San Sepolcro,"Piazza San Sepolcro, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",highway,residential,0.704548847777872,"I lavori per il complesso cominciarono nel 1603: dopo aver acquistato e demolito un caseggiato nella zona di piazza San Sepolcro, i progetti del palazzo dell'Ambrosiana furono assegnati all'architetto Lelio Buzzi, che fece partire i lavori direttamente l'anno stesso; i lavori, che si protrassero tra varie modifiche fino al 1630, passarono di mano ad Alessandro Tesauro e infine a Fabio Mangone."
palazzo dell'Ambrosiana,"Palazzo dell'Ambrosiana, Via Cardinale Federico, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",building,public,0.6709581430769718,"I lavori per il complesso cominciarono nel 1603: dopo aver acquistato e demolito un caseggiato nella zona di piazza San Sepolcro, i progetti del palazzo dell'Ambrosiana furono assegnati all'architetto Lelio Buzzi, che fece partire i lavori direttamente l'anno stesso; i lavori, che si protrassero tra varie modifiche fino al 1630, passarono di mano ad Alessandro Tesauro e infine a Fabio Mangone."
